order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id
4288529188,34198966,23-08-2024 22:40,23-08-2024 22:52,23-08-2024 22:51,On Time,2774.14,UPI,47827,5245584334
3154879255,98054051,10-07-2023 21:35,10-07-2023 21:53,10-07-2023 21:57,On Time,5524.03,Wallet,2877,4513066756
8120837867,30622634,27-08-2023 11:55,27-08-2023 12:07,27-08-2023 12:03,On Time,2874.04,Wallet,32879,2754131382
5408470302,22738935,27-06-2024 01:18,27-06-2024 01:38,27-06-2024 01:34,On Time,1608.12,Wallet,18832,4756207588
5731804243,31521572,25-10-2023 20:24,25-10-2023 20:36,25-10-2023 21:04,Significantly Delayed,2355.9,Cash,90280,4213560996
7619720404,63548908,19-07-2024 15:04,19-07-2024 15:21,19-07-2024 15:24,On Time,343.72,UPI,93626,4273480247
864738378,28588211,10-01-2024 07:14,10-01-2024 07:32,10-01-2024 07:31,On Time,3232.39,UPI,99140,1476248115
2802500783,29420077,09-06-2024 02:06,09-06-2024 02:19,09-06-2024 02:14,On Time,4314.38,UPI,17057,8973272548
7480454899,42430271,30-09-2024 11:44,30-09-2024 11:58,30-09-2024 12:08,Slightly Delayed,2207.68,UPI,54487,748906041
4395520324,67226473,10-03-2023 12:15,10-03-2023 12:30,10-03-2023 12:25,On Time,3369.87,Wallet,3993,5517522423
2754558974,68390491,21-09-2024 23:59,22-09-2024 00:17,22-09-2024 00:14,On Time,2087.62,Wallet,97040,4401385028
4650318593,2493076,15-12-2023 11:37,15-12-2023 11:53,15-12-2023 11:52,On Time,1955.04,Card,18477,7739436358
5572716475,23215782,30-01-2024 09:10,30-01-2024 09:26,30-01-2024 09:55,Significantly Delayed,3564.45,Cash,74996,9472229388
2734329324,84803951,25-05-2023 20:07,25-05-2023 20:18,25-05-2023 20:14,On Time,2321.76,Cash,41583,3092801051
7312766372,78110713,20-01-2023 09:51,20-01-2023 10:02,20-01-2023 10:04,On Time,3251.22,UPI,59770,5774680491
7778959162,196960,11-11-2024 10:30,11-11-2024 10:41,11-11-2024 10:56,Slightly Delayed,3802.04,Cash,92223,5612044181
4251165351,89114310,24-10-2023 07:10,24-10-2023 07:29,24-10-2023 07:31,On Time,722.88,Cash,74687,7160816768
5848721367,56352167,03-12-2023 05:44,03-12-2023 06:04,03-12-2023 06:06,On Time,1772.88,Cash,34591,1356806992
5642505097,56925389,14-12-2024 23:43,14-12-2024 23:59,15-12-2024 00:11,Slightly Delayed,1818.21,UPI,22019,8208469502
1276965544,29799101,17-12-2024 03:04,17-12-2024 03:22,17-12-2024 03:34,Slightly Delayed,1535.55,Card,98670,6399961136
6511387030,24664544,19-12-2023 03:54,19-12-2023 04:06,19-12-2023 04:35,Significantly Delayed,1196.24,Cash,70828,4414034851
2181170344,96689698,30-03-2023 02:34,30-03-2023 02:52,30-03-2023 02:51,On Time,2177.23,Cash,98339,8358239378
5550783056,71198670,23-07-2024 02:45,23-07-2024 03:03,23-07-2024 03:05,On Time,4100.76,Card,75271,943267985
8253247187,50034917,02-05-2024 06:01,02-05-2024 06:19,02-05-2024 06:15,On Time,386.99,UPI,78257,2157573790
9471369897,14669118,03-06-2023 06:59,03-06-2023 07:18,03-06-2023 07:21,On Time,4517.26,Card,348,1028498257
1805960522,44368343,07-08-2023 06:24,07-08-2023 06:36,07-08-2023 06:32,On Time,1204.98,Cash,27598,7349704101
2462223713,28865895,23-07-2024 19:50,23-07-2024 20:02,23-07-2024 20:11,Slightly Delayed,1265.91,Card,92828,5727208727
4235469622,29519848,16-03-2024 05:11,16-03-2024 05:31,16-03-2024 05:31,On Time,2716.03,Cash,35766,1614011548
4047652846,24251209,12-01-2024 20:09,12-01-2024 20:28,12-01-2024 20:32,On Time,3895.33,Card,94551,896413322
7072837767,43932131,12-08-2024 07:07,12-08-2024 07:24,12-08-2024 07:21,On Time,3477.62,UPI,29698,3215678678
9691358310,73652035,31-01-2024 19:41,31-01-2024 19:51,31-01-2024 20:04,Slightly Delayed,2389.41,UPI,88399,6115805905
5632463145,90864617,13-12-2024 15:15,13-12-2024 15:27,13-12-2024 15:28,On Time,1579.64,Cash,24327,1694770093
5609812355,24647751,13-12-2023 10:55,13-12-2023 11:06,13-12-2023 11:17,Slightly Delayed,4019.52,Wallet,89634,4738255817
1135946844,69661546,16-01-2023 09:52,16-01-2023 10:05,16-01-2023 10:01,On Time,5104.92,Cash,66236,9434097249
4240075397,22876840,11-09-2024 14:12,11-09-2024 14:29,11-09-2024 14:44,Slightly Delayed,144.34,UPI,85605,3297622305
1165968701,23074140,02-05-2024 20:38,02-05-2024 20:50,02-05-2024 20:47,On Time,617.38,UPI,3332,4130361161
7371412416,51375566,11-11-2023 02:03,11-11-2023 02:19,11-11-2023 02:29,Slightly Delayed,1458.19,Wallet,73740,8976911130
1896814539,15165135,07-12-2024 02:16,07-12-2024 02:35,07-12-2024 02:31,On Time,719.24,Wallet,53484,8197758863
5944542618,34158095,29-02-2024 22:15,29-02-2024 22:29,29-02-2024 22:38,Slightly Delayed,3735.64,UPI,2217,9936523228
7850220688,43384104,10-12-2024 19:02,10-12-2024 19:19,10-12-2024 19:17,On Time,2752.18,Card,21263,7468154839
2082445000,38112055,22-12-2024 01:27,22-12-2024 01:47,22-12-2024 01:52,On Time,3116.79,Card,60147,8011701917
9872882754,6101114,24-10-2023 16:16,24-10-2023 16:36,24-10-2023 16:34,On Time,2196.55,Card,14365,9707731859
745905638,57583636,18-01-2023 20:13,18-01-2023 20:25,18-01-2023 20:33,Slightly Delayed,1289.2,Cash,29973,4543217776
6961931889,43567508,11-08-2023 06:37,11-08-2023 06:48,11-08-2023 06:50,On Time,1869.08,Wallet,13890,9793291846
9327078167,70631994,02-05-2024 17:55,02-05-2024 18:15,02-05-2024 18:37,Significantly Delayed,1618.34,Card,97288,8753113324
1523418247,40372654,16-02-2024 13:49,16-02-2024 14:08,16-02-2024 14:04,On Time,1240.01,Cash,74820,4126948513
5398212395,28348383,18-12-2023 16:14,18-12-2023 16:31,18-12-2023 16:33,On Time,2781.54,UPI,46730,2969249124
7615247922,64165703,07-11-2023 03:47,07-11-2023 04:04,07-11-2023 04:06,On Time,4717.37,Wallet,96161,6395801091
4112138992,63361285,24-03-2023 09:25,24-03-2023 09:36,24-03-2023 09:35,On Time,3705.25,Wallet,3584,7432169278
447958473,40233092,30-01-2023 23:17,30-01-2023 23:28,30-01-2023 23:27,On Time,1905.33,UPI,27165,1958244531
4175462915,70045230,23-03-2024 19:50,23-03-2024 20:05,23-03-2024 20:15,Slightly Delayed,2553.08,Card,86085,8610329687
570864840,22734030,24-01-2023 00:17,24-01-2023 00:36,24-01-2023 00:39,On Time,2180.92,UPI,43708,3798451417
3417233457,84803951,30-04-2023 01:06,30-04-2023 01:18,30-04-2023 01:21,On Time,3206.9,Card,13427,3425690333
7606407623,61262031,23-12-2024 14:30,23-12-2024 14:49,23-12-2024 14:44,On Time,813.4,Cash,37556,1764379188
1820626922,21829197,06-11-2023 04:20,06-11-2023 04:39,06-11-2023 04:59,Significantly Delayed,3988.56,Card,2000,2199613469
3592351289,76590413,15-07-2024 17:15,15-07-2024 17:31,15-07-2024 17:26,On Time,4982.72,Cash,62587,3364173584
641900260,55757543,10-09-2023 13:24,10-09-2023 13:34,10-09-2023 13:39,On Time,3816.03,UPI,59781,1172346470
5419088751,88630009,11-02-2023 21:40,11-02-2023 21:55,11-02-2023 22:00,On Time,2482.52,Wallet,35144,8063560670
1518594702,66811860,02-10-2024 10:50,02-10-2024 11:05,02-10-2024 11:05,On Time,2597.67,UPI,99292,4030002121
4925575033,11395851,27-09-2024 09:32,27-09-2024 09:46,27-09-2024 09:58,Slightly Delayed,1025,Cash,2652,589082069
4952229084,15717605,06-11-2024 08:50,06-11-2024 09:09,06-11-2024 09:15,Slightly Delayed,1526.88,Cash,35214,3244670747
437600598,88344806,01-09-2024 02:34,01-09-2024 02:53,01-09-2024 03:12,Significantly Delayed,1160.15,Cash,98068,6851110282
4707698745,98661455,23-07-2024 20:14,23-07-2024 20:26,23-07-2024 20:53,Significantly Delayed,1614.71,UPI,57135,7494038568
5104032854,41882455,08-02-2023 07:12,08-02-2023 07:26,08-02-2023 07:35,Slightly Delayed,1391.48,Wallet,66152,5805365014
6067180060,86907971,02-08-2023 03:38,02-08-2023 03:57,02-08-2023 03:52,On Time,296.29,UPI,64703,3910243440
6368796957,81765741,18-04-2024 07:05,18-04-2024 07:24,18-04-2024 07:22,On Time,1817.1,UPI,54955,9632555422
3267646051,29033525,03-06-2024 21:17,03-06-2024 21:31,03-06-2024 21:34,On Time,2339.57,Wallet,76529,3568950461
71353233,76909771,06-07-2024 02:58,06-07-2024 03:18,06-07-2024 03:27,Slightly Delayed,3927.65,UPI,43624,8462173264
1026950968,3390859,25-03-2023 16:29,25-03-2023 16:46,25-03-2023 17:08,Significantly Delayed,3698.49,Card,50964,6393388960
4001539738,60149311,21-07-2023 21:25,21-07-2023 21:40,21-07-2023 21:36,On Time,3264.51,Wallet,39469,4674407035
1219123415,33538511,21-08-2023 18:30,21-08-2023 18:43,21-08-2023 18:46,On Time,2405.84,Wallet,39076,2883334343
845198818,5087009,10-06-2023 15:29,10-06-2023 15:39,10-06-2023 15:38,On Time,1677.45,Wallet,61686,7391974667
5663322312,31609126,02-03-2024 19:29,02-03-2024 19:44,02-03-2024 19:47,On Time,1235.68,Cash,95700,9895156040
435387759,86252356,04-09-2024 04:42,04-09-2024 05:01,04-09-2024 05:05,On Time,1091.63,Wallet,92647,8838319070
6140700888,51516232,02-06-2023 09:51,02-06-2023 10:05,02-06-2023 10:14,Slightly Delayed,3730.9,Cash,85723,6907278828
5365909345,38083278,23-07-2024 19:54,23-07-2024 20:11,23-07-2024 20:12,On Time,2522.03,UPI,44599,8264195129
2035482537,24586469,12-10-2024 05:13,12-10-2024 05:26,12-10-2024 05:31,On Time,2292,UPI,31787,3268598323
5501115321,56818278,29-11-2023 13:06,29-11-2023 13:19,29-11-2023 13:27,Slightly Delayed,230.69,UPI,52271,9458271101
8584031989,72495869,30-03-2023 22:32,30-03-2023 22:50,30-03-2023 23:07,Significantly Delayed,105.85,Cash,67636,5711963751
1229717658,96239161,13-03-2023 17:05,13-03-2023 17:15,13-03-2023 17:18,On Time,5524.1,Cash,41017,4342735745
2454526825,2645126,21-07-2023 19:02,21-07-2023 19:14,21-07-2023 19:15,On Time,5047.53,Cash,9796,7874829434
1038289745,9328072,31-07-2024 05:28,31-07-2024 05:47,31-07-2024 05:53,Slightly Delayed,1287.1,UPI,9978,3156707869
9894509061,75006026,17-02-2024 09:08,17-02-2024 09:26,17-02-2024 09:21,On Time,1105.91,Cash,86863,9993997140
7862264964,61798809,03-06-2024 13:07,03-06-2024 13:22,03-06-2024 13:19,On Time,2935.65,Card,12271,3569762748
2372792805,67698393,30-07-2024 16:05,30-07-2024 16:16,30-07-2024 16:17,On Time,3909.57,Wallet,93459,2259633514
8044547460,78461454,08-07-2024 22:05,08-07-2024 22:21,08-07-2024 22:46,Significantly Delayed,3912.65,Wallet,28020,3961093962
127953348,42379436,14-03-2023 10:29,14-03-2023 10:46,14-03-2023 10:50,On Time,1729.45,Wallet,45024,6647729694
8195236385,14669118,05-06-2024 05:59,05-06-2024 06:13,05-06-2024 06:37,Significantly Delayed,132.28,Wallet,55495,5263121103
820517276,14980274,27-07-2023 05:24,27-07-2023 05:39,27-07-2023 05:35,On Time,2332.25,Cash,4591,5679667489
3354870757,51249113,16-05-2024 13:31,16-05-2024 13:50,16-05-2024 13:48,On Time,2401.2,Cash,50808,4971094343
7457856964,44498320,12-11-2024 17:25,12-11-2024 17:43,12-11-2024 17:46,On Time,3872.02,Cash,12482,3114448182
4574110283,40372654,23-09-2023 06:32,23-09-2023 06:49,23-09-2023 06:48,On Time,3881.29,Card,33892,500596388
9708127307,55087691,07-10-2024 09:32,07-10-2024 09:48,07-10-2024 09:59,Slightly Delayed,2273.54,Cash,47345,2223207134
4861187240,68068065,19-11-2023 01:42,19-11-2023 02:01,19-11-2023 02:14,Slightly Delayed,3823.47,Wallet,5668,7837465972
5526400598,95714829,16-05-2023 14:22,16-05-2023 14:35,16-05-2023 14:37,On Time,2607.55,Card,77104,2819769894
3075742139,78209959,09-08-2023 02:21,09-08-2023 02:33,09-08-2023 02:29,On Time,1502.15,UPI,90287,6013863307
9008182969,46777714,08-07-2023 08:12,08-07-2023 08:29,08-07-2023 08:32,On Time,3891.67,UPI,51996,2672677245
6772606524,48732345,12-10-2024 15:47,12-10-2024 16:00,12-10-2024 16:20,Significantly Delayed,486.25,Cash,38,5239413934
9610474714,25982970,03-08-2024 07:21,03-08-2024 07:35,03-08-2024 07:40,On Time,332.6,Cash,98860,1585858069
361071213,51979833,14-03-2023 18:32,14-03-2023 18:43,14-03-2023 19:05,Significantly Delayed,3276.68,Cash,92811,2126565653
3388858388,36590943,16-02-2024 12:00,16-02-2024 12:20,16-02-2024 12:20,On Time,83.04,UPI,86031,1479584240
5776883920,49708258,26-01-2024 22:11,26-01-2024 22:26,26-01-2024 22:25,On Time,1415.32,Card,66242,434623756
5053179468,58739885,22-02-2023 12:08,22-02-2023 12:20,22-02-2023 12:29,Slightly Delayed,4286.89,Card,9844,3466214420
1600163907,69889689,15-07-2023 11:35,15-07-2023 11:52,15-07-2023 12:04,Slightly Delayed,3107.06,Cash,89793,4284279199
1347066782,5170813,23-10-2023 12:03,23-10-2023 12:14,23-10-2023 12:29,Slightly Delayed,1933.92,Cash,53694,8779423258
94107130,37490689,10-04-2024 09:02,10-04-2024 09:21,10-04-2024 09:22,On Time,2385.85,Wallet,13989,7339991106
9828431505,28368083,06-07-2024 04:10,06-07-2024 04:29,06-07-2024 04:31,On Time,2811.29,UPI,5266,4785992128
1993338119,93595285,24-07-2023 08:34,24-07-2023 08:49,24-07-2023 08:46,On Time,2085.6,Wallet,36970,1344148201
2297985504,65880802,02-04-2024 03:44,02-04-2024 04:03,02-04-2024 04:05,On Time,2646.11,Cash,78415,8786374600
4596613736,54558143,29-10-2023 06:45,29-10-2023 06:55,29-10-2023 06:50,On Time,2907.55,Wallet,95642,9478202573
4682676731,63660575,19-10-2024 03:47,19-10-2024 04:05,19-10-2024 04:00,On Time,3240.41,Wallet,18898,9707368670
9122561763,18377097,05-01-2024 07:07,05-01-2024 07:23,05-01-2024 07:51,Significantly Delayed,1341.25,Card,77046,2571814885
5623611338,9697026,31-08-2024 01:31,31-08-2024 01:44,31-08-2024 01:47,On Time,1491.08,Wallet,33905,9263109173
225885841,53012058,22-08-2023 09:02,22-08-2023 09:21,22-08-2023 09:28,Slightly Delayed,3969.48,Card,12916,6942822918
9787779505,52078819,08-06-2023 03:25,08-06-2023 03:39,08-06-2023 03:37,On Time,1158.37,UPI,30563,2287308454
8722555093,94757876,18-08-2023 22:57,18-08-2023 23:10,18-08-2023 23:11,On Time,1382.02,UPI,23262,5953261753
7937876732,62258880,15-02-2023 13:07,15-02-2023 13:17,15-02-2023 13:23,Slightly Delayed,565.23,Cash,43755,3424513164
2867170490,31282048,07-01-2024 07:33,07-01-2024 07:45,07-01-2024 07:49,On Time,1431.34,UPI,7959,2777380996
6462127297,58691648,02-08-2023 21:42,02-08-2023 21:52,02-08-2023 22:00,Slightly Delayed,3215.72,Wallet,19559,3874635697
7055825450,7184626,16-01-2023 19:31,16-01-2023 19:45,16-01-2023 19:48,On Time,1784.68,Cash,72293,9662918880
8097332712,83463941,25-04-2024 18:25,25-04-2024 18:42,25-04-2024 18:47,On Time,1791.8,Wallet,26223,4686877106
3508625020,63151107,12-11-2023 07:50,12-11-2023 08:08,12-11-2023 08:12,On Time,1844.49,Wallet,62144,4065729077
7655933653,47747411,11-03-2024 22:39,11-03-2024 22:54,11-03-2024 23:01,Slightly Delayed,4443.92,UPI,19398,5044724811
13645072,94154817,24-02-2023 19:21,24-02-2023 19:40,24-02-2023 19:40,On Time,1508.06,UPI,7904,2979944591
2426259285,37483590,13-07-2023 23:57,14-07-2023 00:09,14-07-2023 00:27,Significantly Delayed,3663.22,Cash,39152,9074480283
961117297,72058816,16-06-2023 16:19,16-06-2023 16:35,16-06-2023 16:36,On Time,2518.09,Cash,76449,2318644568
7053795858,90362945,05-10-2024 05:52,05-10-2024 06:12,05-10-2024 06:08,On Time,2635.96,UPI,5529,9782425880
8231639935,79037700,19-09-2024 14:59,19-09-2024 15:18,19-09-2024 15:28,Slightly Delayed,1030.24,Wallet,94838,2300484585
8908183797,54184323,11-01-2024 22:44,11-01-2024 23:00,11-01-2024 23:08,Slightly Delayed,2916.68,Card,4372,9146576203
2690310013,18433929,20-06-2024 16:09,20-06-2024 16:27,20-06-2024 16:30,On Time,4276.55,Wallet,57554,7087217924
5851120650,31583073,30-01-2024 04:13,30-01-2024 04:29,30-01-2024 04:45,Significantly Delayed,757.55,Wallet,16392,5694404653
3633729333,91877389,19-11-2023 07:59,19-11-2023 08:11,19-11-2023 08:11,On Time,3237.3,Wallet,81803,1713433876
5970285552,67926448,09-02-2023 07:04,09-02-2023 07:23,09-02-2023 07:26,On Time,2824.31,Cash,44749,6222712164
8142982090,16866989,07-05-2023 06:14,07-05-2023 06:28,07-05-2023 06:32,On Time,2232.94,UPI,10264,1172543185
8802901813,69656885,15-01-2024 16:32,15-01-2024 16:50,15-01-2024 17:10,Significantly Delayed,3091.22,Cash,75625,514554318
2188459089,28912000,24-07-2023 12:09,24-07-2023 12:29,24-07-2023 12:33,On Time,2016.47,Cash,56710,1480507569
8541622141,80547991,01-11-2024 15:12,01-11-2024 15:28,01-11-2024 15:57,Significantly Delayed,2375.98,Cash,76129,4746036871
2014875376,5839723,25-06-2024 15:23,25-06-2024 15:34,25-06-2024 15:32,On Time,3368.3,Card,23540,9980210888
530926346,43229706,09-04-2024 01:36,09-04-2024 01:46,09-04-2024 02:04,Significantly Delayed,1719.92,Cash,95661,8772796357
5943639702,62833580,08-03-2023 03:53,08-03-2023 04:05,08-03-2023 04:13,Slightly Delayed,3804.16,UPI,69503,8001667954
7311104472,28811299,11-06-2024 19:40,11-06-2024 19:53,11-06-2024 20:19,Significantly Delayed,3025.8,Wallet,67243,8793159680
3693734554,86243963,01-07-2024 00:33,01-07-2024 00:47,01-07-2024 01:15,Significantly Delayed,3979.46,Card,59097,1834541176
9296979252,96102096,14-07-2023 21:30,14-07-2023 21:43,14-07-2023 21:47,On Time,3427.54,Wallet,56136,9577659478
3548526597,67073280,23-08-2023 10:14,23-08-2023 10:25,23-08-2023 10:24,On Time,362.97,Card,22173,7370717880
3654534982,11403077,26-07-2023 06:36,26-07-2023 06:52,26-07-2023 07:14,Significantly Delayed,2046.36,Wallet,27762,9546889041
7302242689,51349010,09-12-2024 03:49,09-12-2024 04:09,09-12-2024 04:26,Significantly Delayed,944.91,Card,73851,9882216314
8045972844,17861392,16-10-2024 04:52,16-10-2024 05:02,16-10-2024 05:20,Significantly Delayed,1350.38,Wallet,67490,6388409972
8056717611,63407206,24-12-2024 11:28,24-12-2024 11:39,24-12-2024 11:36,On Time,3860.47,Cash,56451,6200931280
3510329057,3057047,03-01-2023 22:26,03-01-2023 22:42,03-01-2023 22:48,Slightly Delayed,1089.57,Wallet,32863,4517474602
6678956399,17141257,26-11-2024 06:45,26-11-2024 07:04,26-11-2024 07:09,On Time,3332.8,Wallet,65624,2785482196
8318317710,40747936,20-12-2023 03:11,20-12-2023 03:31,20-12-2023 03:27,On Time,1557.23,Card,30930,7483746229
5698208569,29520999,16-12-2023 13:02,16-12-2023 13:15,16-12-2023 13:32,Significantly Delayed,843.43,Cash,14854,7062958893
3647758633,12021921,10-10-2024 14:56,10-10-2024 15:11,10-10-2024 15:08,On Time,3422.06,UPI,71482,4693240860
8536217803,3946466,19-02-2023 14:40,19-02-2023 14:56,19-02-2023 14:59,On Time,2074.23,Cash,11289,2584947313
5125498148,59959294,08-12-2024 02:03,08-12-2024 02:15,08-12-2024 02:21,Slightly Delayed,4044.02,Card,74402,7470726845
8265503413,36976956,28-05-2024 13:27,28-05-2024 13:46,28-05-2024 14:00,Slightly Delayed,1693.77,Card,90845,2853894573
4252989153,96322533,04-10-2024 17:13,04-10-2024 17:31,04-10-2024 17:32,On Time,1754.6,Cash,277,3029164772
2490783915,22902782,09-04-2024 02:26,09-04-2024 02:46,09-04-2024 02:45,On Time,3596.78,Card,39728,8831405783
6944993359,88252302,31-10-2024 23:48,31-10-2024 23:59,31-10-2024 23:55,On Time,3214.02,UPI,23167,2406775743
8187763852,55839972,22-06-2024 09:16,22-06-2024 09:31,22-06-2024 09:33,On Time,4026.65,UPI,29408,8483349612
6328921823,41254337,18-09-2024 20:02,18-09-2024 20:22,18-09-2024 20:33,Slightly Delayed,2125.99,Cash,93980,4412166040
9051489316,84794907,06-02-2023 15:07,06-02-2023 15:26,06-02-2023 15:53,Significantly Delayed,2538.99,UPI,22288,3843410989
231072491,13709404,03-01-2024 02:24,03-01-2024 02:36,03-01-2024 02:36,On Time,4082.05,UPI,75397,4871615753
8593088960,48555685,14-10-2024 06:52,14-10-2024 07:04,14-10-2024 07:02,On Time,953.76,Card,36194,3666251079
478519822,60777939,06-12-2023 19:18,06-12-2023 19:33,06-12-2023 19:28,On Time,2318.53,Card,34871,5145887625
1609344095,38039146,11-08-2023 05:59,11-08-2023 06:12,11-08-2023 06:20,Slightly Delayed,1749.38,UPI,99197,6067325263
362320627,42613607,04-01-2024 00:54,04-01-2024 01:13,04-01-2024 01:09,On Time,3478.44,Wallet,47814,3952342118
2113084052,1715910,12-01-2023 04:15,12-01-2023 04:27,12-01-2023 04:56,Significantly Delayed,1817.93,Cash,18203,7978117688
5899504687,69947847,09-06-2024 02:37,09-06-2024 02:53,09-06-2024 02:53,On Time,1465.04,UPI,49583,639890425
6395146895,85151210,17-04-2024 01:39,17-04-2024 01:50,17-04-2024 01:53,On Time,3145.21,Card,46250,2500453982
784950636,33916013,28-07-2023 07:07,28-07-2023 07:22,28-07-2023 07:19,On Time,983.83,UPI,95331,1121000436
6574322672,18305844,18-09-2023 10:47,18-09-2023 11:00,18-09-2023 11:13,Slightly Delayed,1048.1,Card,3916,3938687415
5246423137,50507720,09-11-2023 00:10,09-11-2023 00:21,09-11-2023 00:16,On Time,2394.22,Wallet,40484,6031466556
7532476659,89938647,31-03-2024 23:23,31-03-2024 23:41,31-03-2024 23:46,On Time,975.47,UPI,19266,4179926655
6011442582,2745816,13-02-2024 08:24,13-02-2024 08:43,13-02-2024 09:10,Significantly Delayed,3888.79,Card,1298,2233016643
1280960656,98747222,14-11-2023 02:20,14-11-2023 02:32,14-11-2023 03:00,Significantly Delayed,1649.32,Wallet,5198,3453937957
4705517094,64567071,02-12-2024 02:17,02-12-2024 02:36,02-12-2024 02:31,On Time,2371.48,Cash,92389,6539945795
3339587805,84983225,02-11-2024 16:10,02-11-2024 16:30,02-11-2024 16:32,On Time,3348,Cash,35274,5972942442
4102656999,244434,12-08-2023 16:53,12-08-2023 17:05,12-08-2023 17:02,On Time,439.16,Card,8742,4319880128
9725806102,9327821,07-06-2024 21:46,07-06-2024 21:58,07-06-2024 22:02,On Time,1685.81,Cash,16423,9930392959
2197712579,33800578,08-08-2024 20:14,08-08-2024 20:29,08-08-2024 20:31,On Time,2661.55,UPI,69388,9665113015
9003567431,76560847,23-01-2024 09:15,23-01-2024 09:34,23-01-2024 09:35,On Time,2596.19,Cash,51287,7593538131
9674511571,99466996,19-02-2024 20:49,19-02-2024 21:01,19-02-2024 21:02,On Time,456.47,Wallet,25646,6409321062
8293529536,81547385,14-04-2024 11:10,14-04-2024 11:25,14-04-2024 11:40,Slightly Delayed,2561.26,Wallet,41669,2936217001
2499735146,31150618,18-05-2023 19:00,18-05-2023 19:16,18-05-2023 19:12,On Time,1795.66,UPI,54280,7018941621
8949583535,12115722,07-10-2024 17:58,07-10-2024 18:13,07-10-2024 18:10,On Time,719.38,Wallet,65346,3216536500
2502241070,44679571,23-12-2024 05:31,23-12-2024 05:48,23-12-2024 05:53,On Time,718.73,UPI,39405,9834582190
3042324178,65595658,21-08-2024 20:34,21-08-2024 20:52,21-08-2024 20:59,Slightly Delayed,1255.63,Card,83160,398389795
200686535,72983028,22-09-2023 12:49,22-09-2023 13:07,22-09-2023 13:11,On Time,3183.03,Card,51179,1240065843
55027683,33711607,15-11-2023 02:49,15-11-2023 03:08,15-11-2023 03:11,On Time,1277.85,Cash,89072,2892514780
1796499261,94308220,06-06-2024 16:48,06-06-2024 16:59,06-06-2024 17:01,On Time,2272.42,UPI,58248,1147732708
3467174013,95410776,20-10-2023 12:42,20-10-2023 12:56,20-10-2023 12:51,On Time,2983.54,Card,47274,8420699998
